"Station","Location","Disturbance","Mound.5m","Species","Sp_Pin_Hits","Treatment","Block","Date"
6,"J",NA,NA,"Themeda",10,"O","S",20000201
6,"J",NA,NA,"P.mezianum",0,"O","S",20000201
6,"J",NA,NA,"P.stramineum",0,"O","S",20000201
6,"J",NA,NA,"Lintonia",0,"O","S",20000201
6,"J",NA,NA,"Brachiaria",0,"O","S",20000201
6,"J",NA,NA,"Aerva",0,"O","S",20000201
6,"J",NA,NA,"Aspilia",0,"O","S",20000201
6,"J",NA,NA,"Commelina",0,"O","S",20000201
6,"J",NA,NA,"Conyza",0,"O","S",20000201
6,"J",NA,NA,"Discoriste",0,"O","S",20000201
6,"J",NA,NA,"Helichrysum",5,"O","S",20000201
6,"J",NA,NA,"Hibiscus",0,"O","S",20000201
6,"J",NA,NA,"Indigofera_sch",0,"O","S",20000201
6,"J",NA,NA,"Indigofera_brev",0,"O","S",20000201
6,"J",NA,NA,"Kyllinger",0,"O","S",20000201
6,"J",NA,NA,"Misopates",0,"O","S",20000201
6,"J",NA,NA,"Monechima",0,"O","S",20000201
6,"J",NA,NA,"Monsonia",0,"O","S",20000201
6,"J",NA,NA,"Pavonia",0,"O","S",20000201
6,"J",NA,NA,"Phyllanthus",0,"O","S",20000201
6,"J",NA,NA,"Polygala",0,"O","S",20000201
6,"J",NA,NA,"Portulaca",0,"O","S",20000201
6,"J",NA,NA,"Rhinacanthus",0,"O","S",20000201
6,"J",NA,NA,"Rhynchosia",0,"O","S",20000201
6,"J",NA,NA,"Solanum_big",0,"O","S",20000201
6,"J",NA,NA,"Solanum_small",0,"O","S",20000201
6,"J",NA,NA,"Lipia",0,"O","S",20000201
6,"I",NA,NA,"Themeda",1,"O","S",20000201
6,"I",NA,NA,"P.mezianum",0,"O","S",20000201
6,"I",NA,NA,"P.stramineum",0,"O","S",20000201
6,"I",NA,NA,"Lintonia",3,"O","S",20000201
6,"I",NA,NA,"Brachiaria",0,"O","S",20000201
6,"I",NA,NA,"Aerva",0,"O","S",20000201
6,"I",NA,NA,"Aspilia",5,"O","S",20000201
6,"I",NA,NA,"Commelina",0,"O","S",20000201
6,"I",NA,NA,"Conyza",0,"O","S",20000201
6,"I",NA,NA,"Discoriste",0,"O","S",20000201
6,"I",NA,NA,"Helichrysum",0,"O","S",20000201
6,"I",NA,NA,"Hibiscus",0,"O","S",20000201
6,"I",NA,NA,"Indigofera_sch",0,"O","S",20000201
6,"I",NA,NA,"Indigofera_brev",0,"O","S",20000201
6,"I",NA,NA,"Kyllinger",0,"O","S",20000201
6,"I",NA,NA,"Misopates",0,"O","S",20000201
6,"I",NA,NA,"Monechima",0,"O","S",20000201
6,"I",NA,NA,"Monsonia",0,"O","S",20000201
6,"I",NA,NA,"Pavonia",0,"O","S",20000201
6,"I",NA,NA,"Phyllanthus",0,"O","S",20000201
6,"I",NA,NA,"Polygala",0,"O","S",20000201
6,"I",NA,NA,"Portulaca",0,"O","S",20000201
6,"I",NA,NA,"Rhinacanthus",0,"O","S",20000201
6,"I",NA,NA,"Rhynchosia",0,"O","S",20000201
6,"I",NA,NA,"Solanum_big",0,"O","S",20000201
6,"I",NA,NA,"Solanum_small",0,"O","S",20000201
6,"I",NA,NA,"Lipia",0,"O","S",20000201
6,"H",NA,NA,"Themeda",3,"O","S",20000201
6,"H",NA,NA,"P.mezianum",0,"O","S",20000201
6,"H",NA,NA,"P.stramineum",0,"O","S",20000201
6,"H",NA,NA,"Lintonia",3,"O","S",20000201
6,"H",NA,NA,"Brachiaria",0,"O","S",20000201
6,"H",NA,NA,"Aerva",0,"O","S",20000201
6,"H",NA,NA,"Aspilia",0,"O","S",20000201
6,"H",NA,NA,"Commelina",0,"O","S",20000201
6,"H",NA,NA,"Conyza",0,"O","S",20000201
6,"H",NA,NA,"Discoriste",0,"O","S",20000201
6,"H",NA,NA,"Helichrysum",0,"O","S",20000201
6,"H",NA,NA,"Hibiscus",0,"O","S",20000201
6,"H",NA,NA,"Indigofera_sch",0,"O","S",20000201
6,"H",NA,NA,"Indigofera_brev",0,"O","S",20000201
6,"H",NA,NA,"Kyllinger",0,"O","S",20000201
6,"H",NA,NA,"Misopates",0,"O","S",20000201
6,"H",NA,NA,"Monechima",0,"O","S",20000201
6,"H",NA,NA,"Monsonia",0,"O","S",20000201
6,"H",NA,NA,"Pavonia",0,"O","S",20000201
6,"H",NA,NA,"Phyllanthus",0,"O","S",20000201
6,"H",NA,NA,"Polygala",0,"O","S",20000201
6,"H",NA,NA,"Portulaca",0,"O","S",20000201
6,"H",NA,NA,"Rhinacanthus",0,"O","S",20000201
6,"H",NA,NA,"Rhynchosia",0,"O","S",20000201
6,"H",NA,NA,"Solanum_big",0,"O","S",20000201
6,"H",NA,NA,"Solanum_small",2,"O","S",20000201
6,"H",NA,NA,"Lipia",0,"O","S",20000201
6,"G",NA,NA,"Themeda",7,"O","S",20000201
6,"G",NA,NA,"P.mezianum",3,"O","S",20000201
6,"G",NA,NA,"P.stramineum",2,"O","S",20000201
6,"G",NA,NA,"Lintonia",0,"O","S",20000201
6,"G",NA,NA,"Brachiaria",0,"O","S",20000201
6,"G",NA,NA,"Aerva",1,"O","S",20000201
6,"G",NA,NA,"Aspilia",0,"O","S",20000201
6,"G",NA,NA,"Commelina",0,"O","S",20000201
6,"G",NA,NA,"Conyza",0,"O","S",20000201
6,"G",NA,NA,"Discoriste",0,"O","S",20000201
6,"G",NA,NA,"Helichrysum",0,"O","S",20000201
6,"G",NA,NA,"Hibiscus",0,"O","S",20000201
6,"G",NA,NA,"Indigofera_sch",0,"O","S",20000201
6,"G",NA,NA,"Indigofera_brev",0,"O","S",20000201
6,"G",NA,NA,"Kyllinger",0,"O","S",20000201
6,"G",NA,NA,"Misopates",0,"O","S",20000201
6,"G",NA,NA,"Monechima",0,"O","S",20000201
6,"G",NA,NA,"Monsonia",0,"O","S",20000201
6,"G",NA,NA,"Pavonia",0,"O","S",20000201
6,"G",NA,NA,"Phyllanthus",0,"O","S",20000201
6,"G",NA,NA,"Polygala",0,"O","S",20000201
6,"G",NA,NA,"Portulaca",0,"O","S",20000201
6,"G",NA,NA,"Rhinacanthus",0,"O","S",20000201
6,"G",NA,NA,"Rhynchosia",0,"O","S",20000201
6,"G",NA,NA,"Solanum_big",0,"O","S",20000201
6,"G",NA,NA,"Solanum_small",0,"O","S",20000201
6,"G",NA,NA,"Lipia",0,"O","S",20000201
6,"F",NA,NA,"Themeda",5,"O","S",20000201
6,"F",NA,NA,"P.mezianum",0,"O","S",20000201
6,"F",NA,NA,"P.stramineum",1,"O","S",20000201
6,"F",NA,NA,"Lintonia",3,"O","S",20000201
6,"F",NA,NA,"Brachiaria",0,"O","S",20000201
6,"F",NA,NA,"Aerva",0,"O","S",20000201
6,"F",NA,NA,"Aspilia",2,"O","S",20000201
6,"F",NA,NA,"Commelina",0,"O","S",20000201
6,"F",NA,NA,"Conyza",0,"O","S",20000201
6,"F",NA,NA,"Discoriste",0,"O","S",20000201
6,"F",NA,NA,"Helichrysum",0,"O","S",20000201
6,"F",NA,NA,"Hibiscus",0,"O","S",20000201
6,"F",NA,NA,"Indigofera_sch",0,"O","S",20000201
6,"F",NA,NA,"Indigofera_brev",0,"O","S",20000201
6,"F",NA,NA,"Kyllinger",0,"O","S",20000201
6,"F",NA,NA,"Misopates",0,"O","S",20000201
6,"F",NA,NA,"Monechima",0,"O","S",20000201
6,"F",NA,NA,"Monsonia",0,"O","S",20000201
6,"F",NA,NA,"Pavonia",0,"O","S",20000201
6,"F",NA,NA,"Phyllanthus",0,"O","S",20000201
6,"F",NA,NA,"Polygala",0,"O","S",20000201
6,"F",NA,NA,"Portulaca",0,"O","S",20000201
6,"F",NA,NA,"Rhinacanthus",0,"O","S",20000201
6,"F",NA,NA,"Rhynchosia",0,"O","S",20000201
6,"F",NA,NA,"Solanum_big",0,"O","S",20000201
6,"F",NA,NA,"Solanum_small",0,"O","S",20000201
6,"F",NA,NA,"Lipia",0,"O","S",20000201
6,"E",NA,NA,"Themeda",3,"O","S",20000201
6,"E",NA,NA,"P.mezianum",1,"O","S",20000201
6,"E",NA,NA,"P.stramineum",0,"O","S",20000201
6,"E",NA,NA,"Lintonia",0,"O","S",20000201
6,"E",NA,NA,"Brachiaria",4,"O","S",20000201
6,"E",NA,NA,"Aerva",0,"O","S",20000201
6,"E",NA,NA,"Aspilia",1,"O","S",20000201
6,"E",NA,NA,"Commelina",0,"O","S",20000201
6,"E",NA,NA,"Conyza",0,"O","S",20000201
6,"E",NA,NA,"Discoriste",0,"O","S",20000201
6,"E",NA,NA,"Helichrysum",0,"O","S",20000201
6,"E",NA,NA,"Hibiscus",0,"O","S",20000201
6,"E",NA,NA,"Indigofera_sch",0,"O","S",20000201
6,"E",NA,NA,"Indigofera_brev",0,"O","S",20000201
6,"E",NA,NA,"Kyllinger",0,"O","S",20000201
6,"E",NA,NA,"Misopates",0,"O","S",20000201
6,"E",NA,NA,"Monechima",0,"O","S",20000201
6,"E",NA,NA,"Monsonia",0,"O","S",20000201
6,"E",NA,NA,"Pavonia",0,"O","S",20000201
6,"E",NA,NA,"Phyllanthus",0,"O","S",20000201
6,"E",NA,NA,"Polygala",0,"O","S",20000201
6,"E",NA,NA,"Portulaca",0,"O","S",20000201
6,"E",NA,NA,"Rhinacanthus",0,"O","S",20000201
6,"E",NA,NA,"Rhynchosia",0,"O","S",20000201
6,"E",NA,NA,"Solanum_big",0,"O","S",20000201
6,"E",NA,NA,"Solanum_small",0,"O","S",20000201
6,"E",NA,NA,"Lipia",0,"O","S",20000201
6,"D",NA,NA,"Themeda",4,"O","S",20000201
6,"D",NA,NA,"P.mezianum",0,"O","S",20000201
6,"D",NA,NA,"P.stramineum",0,"O","S",20000201
6,"D",NA,NA,"Lintonia",3,"O","S",20000201
6,"D",NA,NA,"Brachiaria",0,"O","S",20000201
6,"D",NA,NA,"Aerva",0,"O","S",20000201
6,"D",NA,NA,"Aspilia",0,"O","S",20000201
6,"D",NA,NA,"Commelina",0,"O","S",20000201
6,"D",NA,NA,"Conyza",0,"O","S",20000201
6,"D",NA,NA,"Discoriste",0,"O","S",20000201
6,"D",NA,NA,"Helichrysum",0,"O","S",20000201
6,"D",NA,NA,"Hibiscus",0,"O","S",20000201
6,"D",NA,NA,"Indigofera_sch",0,"O","S",20000201
6,"D",NA,NA,"Indigofera_brev",0,"O","S",20000201
6,"D",NA,NA,"Kyllinger",0,"O","S",20000201
6,"D",NA,NA,"Misopates",0,"O","S",20000201
6,"D",NA,NA,"Monechima",0,"O","S",20000201
6,"D",NA,NA,"Monsonia",0,"O","S",20000201
6,"D",NA,NA,"Pavonia",0,"O","S",20000201
6,"D",NA,NA,"Phyllanthus",0,"O","S",20000201
6,"D",NA,NA,"Polygala",0,"O","S",20000201
6,"D",NA,NA,"Portulaca",0,"O","S",20000201
6,"D",NA,NA,"Rhinacanthus",0,"O","S",20000201
6,"D",NA,NA,"Rhynchosia",0,"O","S",20000201
6,"D",NA,NA,"Solanum_big",0,"O","S",20000201
6,"D",NA,NA,"Solanum_small",0,"O","S",20000201
6,"D",NA,NA,"Lipia",0,"O","S",20000201
6,"C",NA,NA,"Themeda",0,"O","S",20000201
6,"C",NA,NA,"P.mezianum",0,"O","S",20000201
6,"C",NA,NA,"P.stramineum",0,"O","S",20000201
6,"C",NA,NA,"Lintonia",8,"O","S",20000201
6,"C",NA,NA,"Brachiaria",0,"O","S",20000201
6,"C",NA,NA,"Aerva",0,"O","S",20000201
6,"C",NA,NA,"Aspilia",0,"O","S",20000201
6,"C",NA,NA,"Commelina",0,"O","S",20000201
6,"C",NA,NA,"Conyza",0,"O","S",20000201
6,"C",NA,NA,"Discoriste",0,"O","S",20000201
6,"C",NA,NA,"Helichrysum",0,"O","S",20000201
6,"C",NA,NA,"Hibiscus",0,"O","S",20000201
6,"C",NA,NA,"Indigofera_sch",0,"O","S",20000201
6,"C",NA,NA,"Indigofera_brev",0,"O","S",20000201
6,"C",NA,NA,"Kyllinger",0,"O","S",20000201
6,"C",NA,NA,"Misopates",0,"O","S",20000201
6,"C",NA,NA,"Monechima",0,"O","S",20000201
6,"C",NA,NA,"Monsonia",0,"O","S",20000201
6,"C",NA,NA,"Pavonia",0,"O","S",20000201
6,"C",NA,NA,"Phyllanthus",0,"O","S",20000201
6,"C",NA,NA,"Polygala",0,"O","S",20000201
6,"C",NA,NA,"Portulaca",0,"O","S",20000201
6,"C",NA,NA,"Rhinacanthus",0,"O","S",20000201
6,"C",NA,NA,"Rhynchosia",0,"O","S",20000201
6,"C",NA,NA,"Solanum_big",0,"O","S",20000201
6,"C",NA,NA,"Solanum_small",0,"O","S",20000201
6,"C",NA,NA,"Lipia",0,"O","S",20000201
6,"B",NA,NA,"Themeda",0,"O","S",20000201
6,"B",NA,NA,"P.mezianum",0,"O","S",20000201
6,"B",NA,NA,"P.stramineum",4,"O","S",20000201
6,"B",NA,NA,"Lintonia",0,"O","S",20000201
6,"B",NA,NA,"Brachiaria",0,"O","S",20000201
6,"B",NA,NA,"Aerva",0,"O","S",20000201
6,"B",NA,NA,"Aspilia",0,"O","S",20000201
6,"B",NA,NA,"Commelina",0,"O","S",20000201
6,"B",NA,NA,"Conyza",0,"O","S",20000201
6,"B",NA,NA,"Discoriste",0,"O","S",20000201
6,"B",NA,NA,"Helichrysum",7,"O","S",20000201
6,"B",NA,NA,"Hibiscus",0,"O","S",20000201
6,"B",NA,NA,"Indigofera_sch",0,"O","S",20000201
6,"B",NA,NA,"Indigofera_brev",0,"O","S",20000201
6,"B",NA,NA,"Kyllinger",0,"O","S",20000201
6,"B",NA,NA,"Misopates",0,"O","S",20000201
6,"B",NA,NA,"Monechima",0,"O","S",20000201
6,"B",NA,NA,"Monsonia",0,"O","S",20000201
6,"B",NA,NA,"Pavonia",0,"O","S",20000201
6,"B",NA,NA,"Phyllanthus",0,"O","S",20000201
6,"B",NA,NA,"Polygala",0,"O","S",20000201
6,"B",NA,NA,"Portulaca",0,"O","S",20000201
6,"B",NA,NA,"Rhinacanthus",0,"O","S",20000201
6,"B",NA,NA,"Rhynchosia",0,"O","S",20000201
6,"B",NA,NA,"Solanum_big",0,"O","S",20000201
6,"B",NA,NA,"Solanum_small",0,"O","S",20000201
6,"B",NA,NA,"Lipia",0,"O","S",20000201
6,"A",NA,NA,"Themeda",0,"O","S",20000201
6,"A",NA,NA,"P.mezianum",3,"O","S",20000201
6,"A",NA,NA,"P.stramineum",3,"O","S",20000201
6,"A",NA,NA,"Lintonia",0,"O","S",20000201
6,"A",NA,NA,"Brachiaria",0,"O","S",20000201
6,"A",NA,NA,"Aerva",0,"O","S",20000201
6,"A",NA,NA,"Aspilia",0,"O","S",20000201
6,"A",NA,NA,"Commelina",0,"O","S",20000201
6,"A",NA,NA,"Conyza",0,"O","S",20000201
6,"A",NA,NA,"Discoriste",0,"O","S",20000201
6,"A",NA,NA,"Helichrysum",0,"O","S",20000201
6,"A",NA,NA,"Hibiscus",0,"O","S",20000201
6,"A",NA,NA,"Indigofera_sch",0,"O","S",20000201
6,"A",NA,NA,"Indigofera_brev",0,"O","S",20000201
6,"A",NA,NA,"Kyllinger",0,"O","S",20000201
6,"A",NA,NA,"Misopates",0,"O","S",20000201
6,"A",NA,NA,"Monechima",0,"O","S",20000201
6,"A",NA,NA,"Monsonia",0,"O","S",20000201
6,"A",NA,NA,"Pavonia",0,"O","S",20000201
6,"A",NA,NA,"Phyllanthus",0,"O","S",20000201
6,"A",NA,NA,"Polygala",0,"O","S",20000201
6,"A",NA,NA,"Portulaca",0,"O","S",20000201
6,"A",NA,NA,"Rhinacanthus",0,"O","S",20000201
6,"A",NA,NA,"Rhynchosia",0,"O","S",20000201
6,"A",NA,NA,"Solanum_big",0,"O","S",20000201
6,"A",NA,NA,"Solanum_small",1,"O","S",20000201
6,"A",NA,NA,"Lipia",0,"O","S",20000201
7,"A",NA,NA,"Themeda",0,"O","S",20000201
7,"A",NA,NA,"P.mezianum",4,"O","S",20000201
7,"A",NA,NA,"P.stramineum",0,"O","S",20000201
7,"A",NA,NA,"Lintonia",0,"O","S",20000201
7,"A",NA,NA,"Brachiaria",2,"O","S",20000201
7,"A",NA,NA,"Aerva",0,"O","S",20000201
7,"A",NA,NA,"Aspilia",0,"O","S",20000201
7,"A",NA,NA,"Commelina",0,"O","S",20000201
7,"A",NA,NA,"Conyza",0,"O","S",20000201
7,"A",NA,NA,"Discoriste",0,"O","S",20000201
7,"A",NA,NA,"Helichrysum",0,"O","S",20000201
7,"A",NA,NA,"Hibiscus",0,"O","S",20000201
7,"A",NA,NA,"Indigofera_sch",0,"O","S",20000201
7,"A",NA,NA,"Indigofera_brev",0,"O","S",20000201
7,"A",NA,NA,"Kyllinger",0,"O","S",20000201
7,"A",NA,NA,"Misopates",0,"O","S",20000201
7,"A",NA,NA,"Monechima",0,"O","S",20000201
7,"A",NA,NA,"Monsonia",0,"O","S",20000201
7,"A",NA,NA,"Pavonia",0,"O","S",20000201
7,"A",NA,NA,"Phyllanthus",0,"O","S",20000201
7,"A",NA,NA,"Polygala",0,"O","S",20000201
7,"A",NA,NA,"Portulaca",0,"O","S",20000201
7,"A",NA,NA,"Rhinacanthus",0,"O","S",20000201
7,"A",NA,NA,"Rhynchosia",0,"O","S",20000201
7,"A",NA,NA,"Solanum_big",0,"O","S",20000201
7,"A",NA,NA,"Solanum_small",0,"O","S",20000201
7,"A",NA,NA,"Lipia",0,"O","S",20000201
7,"B",NA,NA,"Themeda",5,"O","S",20000201
7,"B",NA,NA,"P.mezianum",0,"O","S",20000201
7,"B",NA,NA,"P.stramineum",2,"O","S",20000201
7,"B",NA,NA,"Lintonia",2,"O","S",20000201
7,"B",NA,NA,"Brachiaria",0,"O","S",20000201
7,"B",NA,NA,"Aerva",0,"O","S",20000201
7,"B",NA,NA,"Aspilia",0,"O","S",20000201
7,"B",NA,NA,"Commelina",0,"O","S",20000201
7,"B",NA,NA,"Conyza",0,"O","S",20000201
7,"B",NA,NA,"Discoriste",0,"O","S",20000201
7,"B",NA,NA,"Helichrysum",0,"O","S",20000201
7,"B",NA,NA,"Hibiscus",0,"O","S",20000201
7,"B",NA,NA,"Indigofera_sch",0,"O","S",20000201
7,"B",NA,NA,"Indigofera_brev",0,"O","S",20000201
7,"B",NA,NA,"Kyllinger",0,"O","S",20000201
7,"B",NA,NA,"Misopates",0,"O","S",20000201
7,"B",NA,NA,"Monechima",0,"O","S",20000201
7,"B",NA,NA,"Monsonia",0,"O","S",20000201
7,"B",NA,NA,"Pavonia",0,"O","S",20000201
7,"B",NA,NA,"Phyllanthus",0,"O","S",20000201
7,"B",NA,NA,"Polygala",0,"O","S",20000201
7,"B",NA,NA,"Portulaca",0,"O","S",20000201
7,"B",NA,NA,"Rhinacanthus",0,"O","S",20000201
7,"B",NA,NA,"Rhynchosia",0,"O","S",20000201
7,"B",NA,NA,"Solanum_big",0,"O","S",20000201
7,"B",NA,NA,"Solanum_small",0,"O","S",20000201
7,"B",NA,NA,"Lipia",0,"O","S",20000201
7,"C",NA,NA,"Themeda",3,"O","S",20000201
7,"C",NA,NA,"P.mezianum",0,"O","S",20000201
7,"C",NA,NA,"P.stramineum",4,"O","S",20000201
7,"C",NA,NA,"Lintonia",0,"O","S",20000201
7,"C",NA,NA,"Brachiaria",0,"O","S",20000201
7,"C",NA,NA,"Aerva",0,"O","S",20000201
7,"C",NA,NA,"Aspilia",0,"O","S",20000201
7,"C",NA,NA,"Commelina",0,"O","S",20000201
7,"C",NA,NA,"Conyza",0,"O","S",20000201
7,"C",NA,NA,"Discoriste",0,"O","S",20000201
7,"C",NA,NA,"Helichrysum",0,"O","S",20000201
7,"C",NA,NA,"Hibiscus",0,"O","S",20000201
7,"C",NA,NA,"Indigofera_sch",0,"O","S",20000201
7,"C",NA,NA,"Indigofera_brev",0,"O","S",20000201
7,"C",NA,NA,"Kyllinger",0,"O","S",20000201
7,"C",NA,NA,"Misopates",0,"O","S",20000201
7,"C",NA,NA,"Monechima",0,"O","S",20000201
7,"C",NA,NA,"Monsonia",0,"O","S",20000201
7,"C",NA,NA,"Pavonia",0,"O","S",20000201
7,"C",NA,NA,"Phyllanthus",0,"O","S",20000201
7,"C",NA,NA,"Polygala",0,"O","S",20000201
7,"C",NA,NA,"Portulaca",0,"O","S",20000201
7,"C",NA,NA,"Rhinacanthus",0,"O","S",20000201
7,"C",NA,NA,"Rhynchosia",0,"O","S",20000201
7,"C",NA,NA,"Solanum_big",0,"O","S",20000201
7,"C",NA,NA,"Solanum_small",0,"O","S",20000201
7,"C",NA,NA,"Lipia",0,"O","S",20000201
7,"D",NA,NA,"Themeda",0,"O","S",20000201
7,"D",NA,NA,"P.mezianum",3,"O","S",20000201
7,"D",NA,NA,"P.stramineum",1,"O","S",20000201
7,"D",NA,NA,"Lintonia",2,"O","S",20000201
7,"D",NA,NA,"Brachiaria",4,"O","S",20000201
7,"D",NA,NA,"Aerva",1,"O","S",20000201
7,"D",NA,NA,"Aspilia",0,"O","S",20000201
7,"D",NA,NA,"Commelina",0,"O","S",20000201
7,"D",NA,NA,"Conyza",0,"O","S",20000201
7,"D",NA,NA,"Discoriste",0,"O","S",20000201
7,"D",NA,NA,"Helichrysum",0,"O","S",20000201
7,"D",NA,NA,"Hibiscus",0,"O","S",20000201
7,"D",NA,NA,"Indigofera_sch",0,"O","S",20000201
7,"D",NA,NA,"Indigofera_brev",0,"O","S",20000201
7,"D",NA,NA,"Kyllinger",0,"O","S",20000201
7,"D",NA,NA,"Misopates",0,"O","S",20000201
7,"D",NA,NA,"Monechima",0,"O","S",20000201
7,"D",NA,NA,"Monsonia",0,"O","S",20000201
7,"D",NA,NA,"Pavonia",0,"O","S",20000201
7,"D",NA,NA,"Phyllanthus",0,"O","S",20000201
7,"D",NA,NA,"Polygala",0,"O","S",20000201
7,"D",NA,NA,"Portulaca",0,"O","S",20000201
7,"D",NA,NA,"Rhinacanthus",0,"O","S",20000201
7,"D",NA,NA,"Rhynchosia",0,"O","S",20000201
7,"D",NA,NA,"Solanum_big",0,"O","S",20000201
7,"D",NA,NA,"Solanum_small",0,"O","S",20000201
7,"D",NA,NA,"Lipia",0,"O","S",20000201
7,"E",NA,NA,"Themeda",4,"O","S",20000201
7,"E",NA,NA,"P.mezianum",0,"O","S",20000201
7,"E",NA,NA,"P.stramineum",3,"O","S",20000201
7,"E",NA,NA,"Lintonia",2,"O","S",20000201
7,"E",NA,NA,"Brachiaria",0,"O","S",20000201
7,"E",NA,NA,"Aerva",0,"O","S",20000201
7,"E",NA,NA,"Aspilia",0,"O","S",20000201
7,"E",NA,NA,"Commelina",0,"O","S",20000201
7,"E",NA,NA,"Conyza",0,"O","S",20000201
7,"E",NA,NA,"Discoriste",0,"O","S",20000201
7,"E",NA,NA,"Helichrysum",0,"O","S",20000201
7,"E",NA,NA,"Hibiscus",0,"O","S",20000201
7,"E",NA,NA,"Indigofera_sch",0,"O","S",20000201
7,"E",NA,NA,"Indigofera_brev",0,"O","S",20000201
7,"E",NA,NA,"Kyllinger",0,"O","S",20000201
7,"E",NA,NA,"Misopates",0,"O","S",20000201
7,"E",NA,NA,"Monechima",0,"O","S",20000201
7,"E",NA,NA,"Monsonia",0,"O","S",20000201
7,"E",NA,NA,"Pavonia",0,"O","S",20000201
7,"E",NA,NA,"Phyllanthus",0,"O","S",20000201
7,"E",NA,NA,"Polygala",0,"O","S",20000201
7,"E",NA,NA,"Portulaca",0,"O","S",20000201
7,"E",NA,NA,"Rhinacanthus",0,"O","S",20000201
7,"E",NA,NA,"Rhynchosia",0,"O","S",20000201
7,"E",NA,NA,"Solanum_big",0,"O","S",20000201
7,"E",NA,NA,"Solanum_small",0,"O","S",20000201
7,"E",NA,NA,"Lipia",0,"O","S",20000201
7,"F",NA,NA,"Themeda",6,"O","S",20000201
7,"F",NA,NA,"P.mezianum",0,"O","S",20000201
7,"F",NA,NA,"P.stramineum",2,"O","S",20000201
7,"F",NA,NA,"Lintonia",1,"O","S",20000201
7,"F",NA,NA,"Brachiaria",0,"O","S",20000201
7,"F",NA,NA,"Aerva",0,"O","S",20000201
7,"F",NA,NA,"Aspilia",0,"O","S",20000201
7,"F",NA,NA,"Commelina",1,"O","S",20000201
7,"F",NA,NA,"Conyza",0,"O","S",20000201
7,"F",NA,NA,"Discoriste",0,"O","S",20000201
7,"F",NA,NA,"Helichrysum",0,"O","S",20000201
7,"F",NA,NA,"Hibiscus",0,"O","S",20000201
7,"F",NA,NA,"Indigofera_sch",0,"O","S",20000201
7,"F",NA,NA,"Indigofera_brev",0,"O","S",20000201
7,"F",NA,NA,"Kyllinger",0,"O","S",20000201
7,"F",NA,NA,"Misopates",0,"O","S",20000201
7,"F",NA,NA,"Monechima",0,"O","S",20000201
7,"F",NA,NA,"Monsonia",0,"O","S",20000201
7,"F",NA,NA,"Pavonia",0,"O","S",20000201
7,"F",NA,NA,"Phyllanthus",0,"O","S",20000201
7,"F",NA,NA,"Polygala",0,"O","S",20000201
7,"F",NA,NA,"Portulaca",0,"O","S",20000201
7,"F",NA,NA,"Rhinacanthus",0,"O","S",20000201
7,"F",NA,NA,"Rhynchosia",0,"O","S",20000201
7,"F",NA,NA,"Solanum_big",0,"O","S",20000201
7,"F",NA,NA,"Solanum_small",2,"O","S",20000201
7,"F",NA,NA,"Lipia",0,"O","S",20000201
7,"G",NA,NA,"Themeda",4,"O","S",20000201
7,"G",NA,NA,"P.mezianum",0,"O","S",20000201
7,"G",NA,NA,"P.stramineum",4,"O","S",20000201
7,"G",NA,NA,"Lintonia",0,"O","S",20000201
7,"G",NA,NA,"Brachiaria",0,"O","S",20000201
7,"G",NA,NA,"Aerva",0,"O","S",20000201
7,"G",NA,NA,"Aspilia",1,"O","S",20000201
7,"G",NA,NA,"Commelina",1,"O","S",20000201
7,"G",NA,NA,"Conyza",0,"O","S",20000201
7,"G",NA,NA,"Discoriste",0,"O","S",20000201
7,"G",NA,NA,"Helichrysum",0,"O","S",20000201
7,"G",NA,NA,"Hibiscus",0,"O","S",20000201
7,"G",NA,NA,"Indigofera_sch",0,"O","S",20000201
7,"G",NA,NA,"Indigofera_brev",0,"O","S",20000201
7,"G",NA,NA,"Kyllinger",0,"O","S",20000201
7,"G",NA,NA,"Misopates",0,"O","S",20000201
7,"G",NA,NA,"Monechima",0,"O","S",20000201
7,"G",NA,NA,"Monsonia",0,"O","S",20000201
7,"G",NA,NA,"Pavonia",0,"O","S",20000201
7,"G",NA,NA,"Phyllanthus",0,"O","S",20000201
7,"G",NA,NA,"Polygala",0,"O","S",20000201
7,"G",NA,NA,"Portulaca",0,"O","S",20000201
7,"G",NA,NA,"Rhinacanthus",0,"O","S",20000201
7,"G",NA,NA,"Rhynchosia",0,"O","S",20000201
7,"G",NA,NA,"Solanum_big",0,"O","S",20000201
7,"G",NA,NA,"Solanum_small",0,"O","S",20000201
7,"G",NA,NA,"Lipia",0,"O","S",20000201
7,"H",NA,NA,"Themeda",3,"O","S",20000201
7,"H",NA,NA,"P.mezianum",0,"O","S",20000201
7,"H",NA,NA,"P.stramineum",3,"O","S",20000201
7,"H",NA,NA,"Lintonia",0,"O","S",20000201
7,"H",NA,NA,"Brachiaria",2,"O","S",20000201
7,"H",NA,NA,"Aerva",0,"O","S",20000201
7,"H",NA,NA,"Aspilia",2,"O","S",20000201
7,"H",NA,NA,"Commelina",0,"O","S",20000201
7,"H",NA,NA,"Conyza",0,"O","S",20000201
7,"H",NA,NA,"Discoriste",1,"O","S",20000201
7,"H",NA,NA,"Helichrysum",0,"O","S",20000201
7,"H",NA,NA,"Hibiscus",0,"O","S",20000201
7,"H",NA,NA,"Indigofera_sch",0,"O","S",20000201
7,"H",NA,NA,"Indigofera_brev",0,"O","S",20000201
